Abstract_tokens,DocTitle_tokens,phase,Publication Year,extended
"['government', 'opendata', 'format', 'dataset', 'publisher', 'web', 'relationship', 'dataset', 'publisher', 'result', 'opendataset', 'task', 'mechanism', 'consumer', 'developer', 'scientist', 'opendata', 'web', 'web', 'apis', 'opendataset', 'union', 'operation', 'step', 'opendata', 'table', 'similarity', 'measure', 'process', 'apis', 'dataset', 'endpoint', 'experiment', 'performance', 'evaluation', 'feasibility']","['web', 'apis', 'access', 'opendata']",phase5,2020,"['government', 'opendata', 'format', 'dataset', 'publisher', 'web', 'relationship', 'dataset', 'publisher', 'result', 'opendataset', 'task', 'mechanism', 'consumer', 'developer', 'scientist', 'opendata', 'web', 'web', 'apis', 'opendataset', 'union', 'operation', 'step', 'opendata', 'table', 'similarity', 'measure', 'process', 'apis', 'dataset', 'endpoint', 'experiment', 'performance', 'evaluation', 'feasibility', 'web', 'apis', 'access', 'opendata']"
"['hand', 'classifier', 'depth', 'sensor', 'evaluation', 'cost', 'purpose', 'complexity', 'classifier', 'quality', 'classifier', 'library', 'hand', 'classification']","['hand', 'classification']",phase2,2012,"['hand', 'classifier', 'depth', 'sensor', 'evaluation', 'cost', 'purpose', 'complexity', 'classifier', 'quality', 'classifier', 'library', 'hand', 'classification', 'hand', 'classification']"
"['impact', 'focus', 'concern', 'impact', 'environment', 'covid-19', 'measure', 'movement', 'air', 'quality', 'network', 'air', 'traffic', 'trajectory', 'consumption', 'industry', 'scale', 'bigdata', 'processing', 'movement', 'impact', 'contribution', 'country', 'wealth']",['report'],phase5,2022,"['impact', 'focus', 'concern', 'impact', 'environment', 'covid-19', 'measure', 'movement', 'air', 'quality', 'network', 'air', 'traffic', 'trajectory', 'consumption', 'industry', 'scale', 'bigdata', 'processing', 'movement', 'impact', 'contribution', 'country', 'wealth', 'report']"
"['framework', 'game', 'opendata', 'type', 'game', 'generator', 'opendata', 'image', 'game', 'person', 'game', 'player', 'person', 'pipeline', 'path', 'opendata', 'opendata', 'city', 'building', 'option', 'step', 'outcome', 'game', 'people']","['opendata', 'game']",phase4,2019,"['framework', 'game', 'opendata', 'type', 'game', 'generator', 'opendata', 'image', 'game', 'person', 'game', 'player', 'person', 'pipeline', 'path', 'opendata', 'opendata', 'city', 'building', 'option', 'step', 'outcome', 'game', 'people', 'opendata', 'game']"
"['healthcare', 'provider', 'device', 'patient', 'effort', 'algorithm', 'mechanism', 'recognition', 'pattern', 'health', 'advance', 'monitoring', 'collection', 'resolution', 'parameter', 'dataset', 'patient', 'program', 'monitoring', 'focus', 'interface', 'toolkit', 'component', 'capability', 'access', 'signal', 'setting', 'acquisition', 'storage', 'resolution', 'patient', 'format', 'test', 'environment', 'framework', 'deployment', 'toolkit', 'element', 'emergency', 'department', 'setting', 'construction', 'pipeline', 'infrastructure', 'search', 'query', 'retrieval', 'processing', 'algorithm', 'visualization', 'expert', 'significance', 'algorithm', 'performance', 'order', 'engineering', 'resource', 'pipeline', 'fusion']","['deployment', 'patient', 'toolkit', 'healthcare', 'fusion', 'emergency', 'department']",phase4,2019,"['healthcare', 'provider', 'device', 'patient', 'effort', 'algorithm', 'mechanism', 'recognition', 'pattern', 'health', 'advance', 'monitoring', 'collection', 'resolution', 'parameter', 'dataset', 'patient', 'program', 'monitoring', 'focus', 'interface', 'toolkit', 'component', 'capability', 'access', 'signal', 'setting', 'acquisition', 'storage', 'resolution', 'patient', 'format', 'test', 'environment', 'framework', 'deployment', 'toolkit', 'element', 'emergency', 'department', 'setting', 'construction', 'pipeline', 'infrastructure', 'search', 'query', 'retrieval', 'processing', 'algorithm', 'visualization', 'expert', 'significance', 'algorithm', 'performance', 'order', 'engineering', 'resource', 'pipeline', 'fusion', 'deployment', 'patient', 'toolkit', 'healthcare', 'fusion', 'emergency', 'department']"
"['recommendation', 'user', 'filtering', 'idea', 'filtering', 'item', 'metadata', 'instance', 'domain', 'metadata', 'author', 'publisher', 'language', 'item', 'metadata', 'nature', 'item', 'attribute', 'domain', 'environment', 'recommendation', 'user', 'user', 'people', 'domain', 'preference', 'matrix', 'user', 'filtering', 'lod', 'dbpedia', 'resource', 'domain', 'metadata', 'lod', 'item', 'target', 'user', 'domain', 'knowledge', 'graph', 'link', 'item', 'domain', 'measure', 'measure', 'item', 'domain', 'similarity', 'item', 'attribute', 'user', 'preference', 'recommendation', 'target', 'user', 'user', 'preference', 'domain', 'item', 'evaluation', 'amazon', 'dataset', 'result', 'recommendation', 'target', 'domain', 'user']","['matrix', 'opendata', 'user']",phase5,2022,"['recommendation', 'user', 'filtering', 'idea', 'filtering', 'item', 'metadata', 'instance', 'domain', 'metadata', 'author', 'publisher', 'language', 'item', 'metadata', 'nature', 'item', 'attribute', 'domain', 'environment', 'recommendation', 'user', 'user', 'people', 'domain', 'preference', 'matrix', 'user', 'filtering', 'lod', 'dbpedia', 'resource', 'domain', 'metadata', 'lod', 'item', 'target', 'user', 'domain', 'knowledge', 'graph', 'link', 'item', 'domain', 'measure', 'measure', 'item', 'domain', 'similarity', 'item', 'attribute', 'user', 'preference', 'recommendation', 'target', 'user', 'user', 'preference', 'domain', 'item', 'evaluation', 'amazon', 'dataset', 'result', 'recommendation', 'target', 'domain', 'user', 'matrix', 'opendata', 'user']"
"['developer', 'opendata', 'movement', 'expert', 'change', 'agent', 'opendata', 'promise', 'innovation', 'support', 'stakeholder', 'government', 'agency', 'developer', 'citizen', 'group', 'reason', 'art', 'practice', 'program', 'change', 'context', 'government', 'engagement']","['team', 'change', 'agent', 'opendata', 'movement']",phase2,2013,"['developer', 'opendata', 'movement', 'expert', 'change', 'agent', 'opendata', 'promise', 'innovation', 'support', 'stakeholder', 'government', 'agency', 'developer', 'citizen', 'group', 'reason', 'art', 'practice', 'program', 'change', 'context', 'government', 'engagement', 'team', 'change', 'agent', 'opendata', 'movement']"
"['access', 'government', 'health', 'industry', 'culture', 'internet', 'department', 'government', 'citizen', 'sector', 'initiative', 'government', 'indonesia', 'transparency', 'implementation', 'opendata', 'indonesia', 'star', 'rating', 'stage', 'result', 'indonesia', 'internet', 'machine', 'format', 'indonesia', 'opendata', 'lack', 'ability', 'indonesia', 'step', 'dataset']","['implementation', 'opendata', 'indonesia']",phase3,2016,"['access', 'government', 'health', 'industry', 'culture', 'internet', 'department', 'government', 'citizen', 'sector', 'initiative', 'government', 'indonesia', 'transparency', 'implementation', 'opendata', 'indonesia', 'star', 'rating', 'stage', 'result', 'indonesia', 'internet', 'machine', 'format', 'indonesia', 'opendata', 'lack', 'ability', 'indonesia', 'step', 'dataset', 'implementation', 'opendata', 'indonesia']"
"['opendata', 'entity', 'network', 'entity', 'network', 'business', 'opportunity', 'opendata', 'lack', 'network', 'business', 'utilization', 'purpose', 'relationship', 'entity', 'opendata', 'network', 'element', 'business', 'opendata', 'business', 'support', 'activity', 'entity', 'interview', 'entity', 'network', 'business', 'network', 'entity']","['opendata', 'network', 'business', 'opportunity']",phase4,2019,"['opendata', 'entity', 'network', 'entity', 'network', 'business', 'opportunity', 'opendata', 'lack', 'network', 'business', 'utilization', 'purpose', 'relationship', 'entity', 'opendata', 'network', 'element', 'business', 'opendata', 'business', 'support', 'activity', 'entity', 'interview', 'entity', 'network', 'business', 'network', 'entity', 'opendata', 'network', 'business', 'opportunity']"
"['process', 'constraint', 'assumption', 'skill', 'guideline', 'skill', 'engineering', 'training', 'phase', 'student', 'intervention', 'skill', 'structure', 'methodology', 'intervention', 'cycle', 'engineering', 'student', 'intervention', 'improvement', 'learner']","['teaching', 'learning', 'structure']",phase3,2016,"['process', 'constraint', 'assumption', 'skill', 'guideline', 'skill', 'engineering', 'training', 'phase', 'student', 'intervention', 'skill', 'structure', 'methodology', 'intervention', 'cycle', 'engineering', 'student', 'intervention', 'improvement', 'learner', 'teaching', 'learning', 'structure']"
"['bigdata', 'opendata', 'organization', 'individual', 'topic', 'bigdata', 'enterprise', 'management', 'decision', 'process', 'movement', 'presence', 'force', 'government', 'day', 'city', 'country', 'opendata', 'paradigm', 'provision', 'role', 'city', 'goal', 'city', 'citizen', 'enterprise', 'government', 'dataset']",[],phase3,2015,"['bigdata', 'opendata', 'organization', 'individual', 'topic', 'bigdata', 'enterprise', 'management', 'decision', 'process', 'movement', 'presence', 'force', 'government', 'day', 'city', 'country', 'opendata', 'paradigm', 'provision', 'role', 'city', 'goal', 'city', 'citizen', 'enterprise', 'government', 'dataset']"
"['growth', 'transportation', 'interaction', 'grid', 'literature', 'vehicle', 'integration', 'integration', 'scale', 'grid', 'implementation', 'key', 'control', 'parameter', 'decision', 'agent', 'discussion', 'opportunity', 'investment', 'grid', 'vehicle', 'introduction', 'reliability', 'consumption', 'signal', 'methodology', 'vehicle', 'utility', 'grid', 'region', 'communication', 'opportunity', 'response', 'resource', 'variation', 'charge', 'profile', 'vehicle', 'grid', 'management', 'ability', 'quality']","['charge', 'management', 'framework']",phase2,2012,"['growth', 'transportation', 'interaction', 'grid', 'literature', 'vehicle', 'integration', 'integration', 'scale', 'grid', 'implementation', 'key', 'control', 'parameter', 'decision', 'agent', 'discussion', 'opportunity', 'investment', 'grid', 'vehicle', 'introduction', 'reliability', 'consumption', 'signal', 'methodology', 'vehicle', 'utility', 'grid', 'region', 'communication', 'opportunity', 'response', 'resource', 'variation', 'charge', 'profile', 'vehicle', 'grid', 'management', 'ability', 'quality', 'charge', 'management', 'framework']"
"['opendata', 'city', 'user', 'condition', 'direction', 'impact', 'city', 'processing', 'art', 'link', 'opendata', 'city', 'aspect', 'kind', 'opendata', 'city', 'opendata', 'review', 'survey', 'city', 'dimension', 'opendata', 'list', 'city']","['city', 'opendata', 'survey']",phase6,2023,"['opendata', 'city', 'user', 'condition', 'direction', 'impact', 'city', 'processing', 'art', 'link', 'opendata', 'city', 'aspect', 'kind', 'opendata', 'city', 'opendata', 'review', 'survey', 'city', 'dimension', 'opendata', 'list', 'city', 'city', 'opendata', 'survey']"
"['decade', 'topic', 'class', 'efficiency', 'algorithm', 'term', 'accuracy', 'decision', 'making', 'era', 'nature', 'class', 'majority', 'class', 'majority', 'class', 'sample', 'result', 'prediction', 'decision', 'detection', 'disease', 'prediction', 'prediction', 'survey', 'class', 'attention', 'algorithm', 'popularity', 'future', 'learning', 'direction', 'community']","['class', 'direction']",phase5,2021,"['decade', 'topic', 'class', 'efficiency', 'algorithm', 'term', 'accuracy', 'decision', 'making', 'era', 'nature', 'class', 'majority', 'class', 'majority', 'class', 'sample', 'result', 'prediction', 'decision', 'detection', 'disease', 'prediction', 'prediction', 'survey', 'class', 'attention', 'algorithm', 'popularity', 'future', 'learning', 'direction', 'community', 'class', 'direction']"
"['iot', 'device', 'quantity', 'volume', 'audience', 'collection', 'user', 'volume', 'device', 'phase', 'field', 'effort', 'iot', 'addition', 'survey', 'scale', 'addition', 'type', 'dataanalysis', 'scale', 'datamining', 'privacy', 'protection', 'scale', 'datamining']",['architecture'],phase4,2019,"['iot', 'device', 'quantity', 'volume', 'audience', 'collection', 'user', 'volume', 'device', 'phase', 'field', 'effort', 'iot', 'addition', 'survey', 'scale', 'addition', 'type', 'dataanalysis', 'scale', 'datamining', 'privacy', 'protection', 'scale', 'datamining', 'architecture']"
"['infrastructure', 'access', 'control', 'component', 'management', 'resource', 'location', 'organization', 'access', 'control', 'framework', 'ad', 'collaboration', 'scientist', 'group', 'rule', 'domain', 'protocol', 'access', 'control', 'framework', 'ad', 'team', 'formation', 'user', 'resource', 'sharing', 'experience', 'framework', 'infrastructure', 'framework', 'resource', 'sharing', 'domain', 'environment']","['group', 'access', 'control', 'framework', 'infrastructure']",phase2,2012,"['infrastructure', 'access', 'control', 'component', 'management', 'resource', 'location', 'organization', 'access', 'control', 'framework', 'ad', 'collaboration', 'scientist', 'group', 'rule', 'domain', 'protocol', 'access', 'control', 'framework', 'ad', 'team', 'formation', 'user', 'resource', 'sharing', 'experience', 'framework', 'infrastructure', 'framework', 'resource', 'sharing', 'domain', 'environment', 'group', 'access', 'control', 'framework', 'infrastructure']"
"['resolution', 'population', 'planning', 'transportation', 'population', 'growth', 'impact', 'measurement', 'framework', 'population', 'mapping', 'network', 'database', 'feature', 'population', 'density', 'resolution', 'population', 'density', 'grid', 'meter', 'resolution', 'input', 'population', 'opendata', 'coverage', 'applicability', 'city', 'population', 'city', 'order', 'city', 'validation', 'procedure', 'network']","['network', 'population', 'mapping', 'opendata']",phase4,2018,"['resolution', 'population', 'planning', 'transportation', 'population', 'growth', 'impact', 'measurement', 'framework', 'population', 'mapping', 'network', 'database', 'feature', 'population', 'density', 'resolution', 'population', 'density', 'grid', 'meter', 'resolution', 'input', 'population', 'opendata', 'coverage', 'applicability', 'city', 'population', 'city', 'order', 'city', 'validation', 'procedure', 'network', 'network', 'population', 'mapping', 'opendata']"
"['effort', 'function', 'context', 'processing', 'flow', 'business', 'element', 'opendata', 'corpus']",['opendata'],phase2,2012,"['effort', 'function', 'context', 'processing', 'flow', 'business', 'element', 'opendata', 'corpus', 'opendata']"
"['access', 'european', 'space', 'agency', 'program', 'radar', 'satellite', 'mission', 'availability', 'institution', 'charge', 'aim', 'author', 'review', 'kind', 'characteristic', 'processing', 'knowledge', 'aspect', 'phase', 'difference', 'measure', 'ground', 'day', 'survey', 'collaboration', 'image', 'soil', 'processing', 'comparison', 'validation']","['sar', 'measurement']",phase4,2018,"['access', 'european', 'space', 'agency', 'program', 'radar', 'satellite', 'mission', 'availability', 'institution', 'charge', 'aim', 'author', 'review', 'kind', 'characteristic', 'processing', 'knowledge', 'aspect', 'phase', 'difference', 'measure', 'ground', 'day', 'survey', 'collaboration', 'image', 'soil', 'processing', 'comparison', 'validation', 'sar', 'measurement']"
"['platform', 'management', 'exploitation', 'ecosystem', 'platform', 'search', 'capability', 'feature', 'search', 'platform', 'recommendation', 'dataset', 'knowledge', 'dataset', 'purpose', 'creation', 'platform', 'dataset', 'dataset', 'relationship', 'dataset', 'map', 'algorithm', 'metadata', 'catalogue', 'platform', 'relationship', 'dataset', 'finding', 'connection', 'domain', 'dataset']","['opendata', 'platform', 'dataset']",phase4,2017,"['platform', 'management', 'exploitation', 'ecosystem', 'platform', 'search', 'capability', 'feature', 'search', 'platform', 'recommendation', 'dataset', 'knowledge', 'dataset', 'purpose', 'creation', 'platform', 'dataset', 'dataset', 'relationship', 'dataset', 'map', 'algorithm', 'metadata', 'catalogue', 'platform', 'relationship', 'dataset', 'finding', 'connection', 'domain', 'dataset', 'opendata', 'platform', 'dataset']"
"['networking', 'object', 'iot', 'vehicle', 'automation', 'environment', 'domain', 'domain', 'ecosystem', 'field', 'scalability', 'device', 'interoperability', 'domain', 'mobility', 'support', 'networking', 'paradigm', 'candidate', 'platform', 'domain', 'infrastructure', 'ad', 'environment', 'vision', 'access', 'context', 'vehicle', 'requirement', 'vision', 'direction', 'networking']","['market', 'place', 'vehicle', 'direction']",phase4,2017,"['networking', 'object', 'iot', 'vehicle', 'automation', 'environment', 'domain', 'domain', 'ecosystem', 'field', 'scalability', 'device', 'interoperability', 'domain', 'mobility', 'support', 'networking', 'paradigm', 'candidate', 'platform', 'domain', 'infrastructure', 'ad', 'environment', 'vision', 'access', 'context', 'vehicle', 'requirement', 'vision', 'direction', 'networking', 'market', 'place', 'vehicle', 'direction']"
"['signal', 'opportunity', 'potential', 'cost', 'sensing', 'land', 'complexity', 'land', 'simulator', 'feasibility', 'potential', 'simulator', 'framework', 'environment', 'community', 'scientist', 'user', 'background', 'configuration', 'mission', 'test']","['signal', 'opportunity', 'simulator', 'opensource', 'framework']",phase5,2020,"['signal', 'opportunity', 'potential', 'cost', 'sensing', 'land', 'complexity', 'land', 'simulator', 'feasibility', 'potential', 'simulator', 'framework', 'environment', 'community', 'scientist', 'user', 'background', 'configuration', 'mission', 'test', 'signal', 'opportunity', 'simulator', 'opensource', 'framework']"
"['framework', 'water', 'class', 'grid', 'science', 'grid', 'infrastructure', 'grid', 'center', 'workflow', 'science', 'grid', 'facility', 'order', 'connection', 'grid', 'water', 'science', 'grid', 'workflow', 'science', 'grid', 'water', 'framework', 'nature', 'context', 'scale', 'dataanalysis', 'framework', 'discovery', 'search', 'workflow', 'water', 'discovery', 'field', 'implication', 'framework', 'ecosystem', 'performance', 'user']","['framework', 'water', 'science', 'grid', 'grid', 'discovery']",phase4,2017,"['framework', 'water', 'class', 'grid', 'science', 'grid', 'infrastructure', 'grid', 'center', 'workflow', 'science', 'grid', 'facility', 'order', 'connection', 'grid', 'water', 'science', 'grid', 'workflow', 'science', 'grid', 'water', 'framework', 'nature', 'context', 'scale', 'dataanalysis', 'framework', 'discovery', 'search', 'workflow', 'water', 'discovery', 'field', 'implication', 'framework', 'ecosystem', 'performance', 'user', 'framework', 'water', 'science', 'grid', 'grid', 'discovery']"
"['network', 'optimization', 'policy', 'people', 'transportation', 'mode', 'selection', 'strategy', 'objective', 'preference', 'people', 'characteristic', 'transportation', 'mode', 'cost', 'travel', 'policy', 'order', 'characteristic', 'target', 'transportation', 'mode', 'utility', 'setting', 'utility', 'phone', 'user']","['mobility', 'user', 'preference']",phase4,2018,"['network', 'optimization', 'policy', 'people', 'transportation', 'mode', 'selection', 'strategy', 'objective', 'preference', 'people', 'characteristic', 'transportation', 'mode', 'cost', 'travel', 'policy', 'order', 'characteristic', 'target', 'transportation', 'mode', 'utility', 'setting', 'utility', 'phone', 'user', 'mobility', 'user', 'preference']"
"['medium', 'subject', 'availability', 'internet', 'growth', 'medium', 'platform', 'organization', 'attention', 'opinion', 'mining', 'sentiment', 'medium', 'platform', 'medium', 'platform', 'user', 'consumer', 'functionality', 'user', 'interaction', 'post', 'relevance', 'day', 'decision', 'maker', 'business', 'evaluation', 'customer', 'customer', 'product', 'purpose', 'sentiment']","['extraction', 'preparation', 'sentiment', 'fashion']",phase4,2017,"['medium', 'subject', 'availability', 'internet', 'growth', 'medium', 'platform', 'organization', 'attention', 'opinion', 'mining', 'sentiment', 'medium', 'platform', 'medium', 'platform', 'user', 'consumer', 'functionality', 'user', 'interaction', 'post', 'relevance', 'day', 'decision', 'maker', 'business', 'evaluation', 'customer', 'customer', 'product', 'purpose', 'sentiment', 'extraction', 'preparation', 'sentiment', 'fashion']"
"['capability', 'network', 'metric', 'latency', 'rate', 'reliability', 'factor', 'adoption', 'generation', 'network', 'metric', 'role', 'standard', 'communication', 'nature', 'communication', 'nature', 'environment', 'behavior', 'chain', 'measurement', 'collection', 'evaluation', 'prediction', 'communication', 'test', 'measurement', 'traffic', 'point', 'network', 'rate', 'scenario', 'behavior', 'interaction', 'signal', 'strength', 'parameter', 'chain', 'network', 'experiment']","['communication', 'test']",phase5,2022,"['capability', 'network', 'metric', 'latency', 'rate', 'reliability', 'factor', 'adoption', 'generation', 'network', 'metric', 'role', 'standard', 'communication', 'nature', 'communication', 'nature', 'environment', 'behavior', 'chain', 'measurement', 'collection', 'evaluation', 'prediction', 'communication', 'test', 'measurement', 'traffic', 'point', 'network', 'rate', 'scenario', 'behavior', 'interaction', 'signal', 'strength', 'parameter', 'chain', 'network', 'experiment', 'communication', 'test']"
"['web', 'opendata', 'goal', 'topic', 'form', 'learner', 'gap', 'knowledge', 'understanding', 'game', 'medium', 'evidence', 'material', 'game', 'game', 'player', 'scenario', 'exploration', 'united', 'department', 'agriculture', 'opendata', 'game', 'form', 'game', 'game', 'difference', 'outcome', 'usability', 'testing', 'insight', 'discussion', 'theory', 'game', 'opendata', 'experience']",['opendata'],phase3,2016,"['web', 'opendata', 'goal', 'topic', 'form', 'learner', 'gap', 'knowledge', 'understanding', 'game', 'medium', 'evidence', 'material', 'game', 'game', 'player', 'scenario', 'exploration', 'united', 'department', 'agriculture', 'opendata', 'game', 'form', 'game', 'game', 'difference', 'outcome', 'usability', 'testing', 'insight', 'discussion', 'theory', 'game', 'opendata', 'experience', 'opendata']"
"['ogd', 'ogd', 'potential', 'ogd', 'creation', 'purpose', 'opendata', 'creation', 'overview', 'ogd', 'initiative', 'interview', 'stakeholder', 'expert', 'interview', 'understanding', 'ogd', 'behavior', 'finding', 'term', 'category', 'government', 'accountability', 'role', 'relationship', 'ogd', 'implementation', 'communication']","['potential', 'opendata', 'transparency', 'accountability']",phase4,2019,"['ogd', 'ogd', 'potential', 'ogd', 'creation', 'purpose', 'opendata', 'creation', 'overview', 'ogd', 'initiative', 'interview', 'stakeholder', 'expert', 'interview', 'understanding', 'ogd', 'behavior', 'finding', 'term', 'category', 'government', 'accountability', 'role', 'relationship', 'ogd', 'implementation', 'communication', 'potential', 'opendata', 'transparency', 'accountability']"
"['network', 'protocol', 'mobile', 'infrastructure', 'network', 'protocol', 'sensor', 'network', 'protocol', 'network', 'node', 'communication', 'purpose', 'communication', 'task', 'protocol', 'scheduling', 'scheme', 'channel', 'access', 'layer', 'addition', 'protocol', 'sensor', 'domain', 'network', 'range', 'domain', 'selection', 'adaptive', 'network', 'participant', 'feature', 'delay', 'procedure', 'motion', 'order', 'position', 'error', 'advantage', 'adaptive', 'network', 'throughput', 'frequency', 'rate']","['infrastructure', 'network', 'protocol', 'localization', 'communication', 'sensor', 'network']",phase2,2014,"['network', 'protocol', 'mobile', 'infrastructure', 'network', 'protocol', 'sensor', 'network', 'protocol', 'network', 'node', 'communication', 'purpose', 'communication', 'task', 'protocol', 'scheduling', 'scheme', 'channel', 'access', 'layer', 'addition', 'protocol', 'sensor', 'domain', 'network', 'range', 'domain', 'selection', 'adaptive', 'network', 'participant', 'feature', 'delay', 'procedure', 'motion', 'order', 'position', 'error', 'advantage', 'adaptive', 'network', 'throughput', 'frequency', 'rate', 'infrastructure', 'network', 'protocol', 'localization', 'communication', 'sensor', 'network']"
"['domain', 'ontology', 'component', 'knowledge', 'ontology', 'individual', 'process', 'knowledge', 'opendata', 'ontology', 'population', 'framework', 'domain', 'expert', 'domain', 'ontology', 'schema', 'ontology', 'instance', 'lod', 'class', 'property', 'ontology', 'term', 'class', 'property', 'domain', 'expert', 'ontology', 'instance', 'dataset', 'sparql', 'query', 'framework', 'treatment', 'ontology']","['building', 'domain', 'ontology', 'opendata']",phase2,2013,"['domain', 'ontology', 'component', 'knowledge', 'ontology', 'individual', 'process', 'knowledge', 'opendata', 'ontology', 'population', 'framework', 'domain', 'expert', 'domain', 'ontology', 'schema', 'ontology', 'instance', 'lod', 'class', 'property', 'ontology', 'term', 'class', 'property', 'domain', 'expert', 'ontology', 'instance', 'dataset', 'sparql', 'query', 'framework', 'treatment', 'ontology', 'building', 'domain', 'ontology', 'opendata']"
"['road', 'traffic', 'modelling', 'prediction', 'traffic', 'measurement', 'traffic', 'speed', 'traffic', 'collection', 'google', 'web', 'mapping', 'traffic', 'community', 'industry', 'google', 'apis', 'access', 'google', 'traffic', 'web', 'interface', 'feature', 'processing', 'traffic', 'google', 'web', 'interface', 'functionality', 'web', 'traffic', 'google', 'web', 'interface', 'format', 'user', 'interface', 'user', 'location', 'period', 'collection', 'performance', 'evaluation', 'traffic', 'google', 'map', 'complexity', 'limitation']","['traffic', 'google', 'map', 'limitation']",phase5,2021,"['road', 'traffic', 'modelling', 'prediction', 'traffic', 'measurement', 'traffic', 'speed', 'traffic', 'collection', 'google', 'web', 'mapping', 'traffic', 'community', 'industry', 'google', 'apis', 'access', 'google', 'traffic', 'web', 'interface', 'feature', 'processing', 'traffic', 'google', 'web', 'interface', 'functionality', 'web', 'traffic', 'google', 'web', 'interface', 'format', 'user', 'interface', 'user', 'location', 'period', 'collection', 'performance', 'evaluation', 'traffic', 'google', 'map', 'complexity', 'limitation', 'traffic', 'google', 'map', 'limitation']"
"['internet', 'threat', 'threat', 'organization', 'individual', 'security', 'risk', 'vulnerability', 'security', 'news', 'security', 'analyst', 'security', 'event', 'event', 'detection', 'task', 'event', 'text', 'event', 'detection', 'event', 'event', 'analyst', 'event', 'event', 'event', 'scope', 'limitation', 'event', 'framework', 'event', 'document', 'news', 'document', 'event', 'extraction', 'task', 'sequence', 'goal', 'event', 'document', 'representation', 'mechanism', 'context', 'label', 'effectiveness']","['framework', 'document', 'event', 'extraction']",phase5,2021,"['internet', 'threat', 'threat', 'organization', 'individual', 'security', 'risk', 'vulnerability', 'security', 'news', 'security', 'analyst', 'security', 'event', 'event', 'detection', 'task', 'event', 'text', 'event', 'detection', 'event', 'event', 'analyst', 'event', 'event', 'event', 'scope', 'limitation', 'event', 'framework', 'event', 'document', 'news', 'document', 'event', 'extraction', 'task', 'sequence', 'goal', 'event', 'document', 'representation', 'mechanism', 'context', 'label', 'effectiveness', 'framework', 'document', 'event', 'extraction']"
"['trend', 'society', 'evolution', 'environment', 'interaction', 'factor', 'process', 'growth', 'bigdata', 'knowledge', 'dissemination', 'sensor', 'environment', 'advancement', 'connectivity', 'capability', 'progress', 'ai', 'production', 'public', 'effort', 'knowledge', 'management', 'knowledge', 'acquisition', 'machine', 'order', 'interaction', 'task', 'interaction', 'heritage', 'context', 'ecosystem', 'role', 'tourist', 'implementation', 'platform']","['opendata', 'knowledge', 'base', 'heritage']",phase5,2021,"['trend', 'society', 'evolution', 'environment', 'interaction', 'factor', 'process', 'growth', 'bigdata', 'knowledge', 'dissemination', 'sensor', 'environment', 'advancement', 'connectivity', 'capability', 'progress', 'ai', 'production', 'public', 'effort', 'knowledge', 'management', 'knowledge', 'acquisition', 'machine', 'order', 'interaction', 'task', 'interaction', 'heritage', 'context', 'ecosystem', 'role', 'tourist', 'implementation', 'platform', 'opendata', 'knowledge', 'base', 'heritage']"
"['analytic', 'framework', 'bigdata', 'experience', 'framework', 'generation', 'verification', 'creation', 'variable', 'acquisition', 'view', 'framework', 'framework', 'view', 'framework', 'science']","['analytic', 'bigdata', 'science']",phase3,2016,"['analytic', 'framework', 'bigdata', 'experience', 'framework', 'generation', 'verification', 'creation', 'variable', 'acquisition', 'view', 'framework', 'framework', 'view', 'framework', 'science', 'analytic', 'bigdata', 'science']"
"['mining', 'lack', 'knowledge', 'assumption', 'semantic', 'classification', 'training', 'strategy', 'instance', 'label', 'instance', 'experimentation', 'algorithm']","['mining', 'opendata', 'learning', 'training']",phase2,2012,"['mining', 'lack', 'knowledge', 'assumption', 'semantic', 'classification', 'training', 'strategy', 'instance', 'label', 'instance', 'experimentation', 'algorithm', 'mining', 'opendata', 'learning', 'training']"
"['reduction', 'bias', 'provision', 'knowledge', 'user', 'kind', 'site', 'network', 'search', 'engine', 'news', 'site', 'content', 'delivery', 'site', 'risk', 'environment', 'custom', 'vulnerability', 'knowledge', 'bias', 'knowledge', 'graph', 'calculation', 'similarity', 'processing']","['bias', 'knowledge', 'repository']",phase5,2020,"['reduction', 'bias', 'provision', 'knowledge', 'user', 'kind', 'site', 'network', 'search', 'engine', 'news', 'site', 'content', 'delivery', 'site', 'risk', 'environment', 'custom', 'vulnerability', 'knowledge', 'bias', 'knowledge', 'graph', 'calculation', 'similarity', 'processing', 'bias', 'knowledge', 'repository']"
"['dataset', 'human', 'task', 'machine', 'performance', 'task', 'operation', 'execution', 'learning', 'paradigm', 'task', 'expert', 'demonstration', 'learning', 'task', 'potential', 'dataset', 'collection', 'regulation', 'step', 'collection', 'framework', 'dataset', 'demonstration', 'formulation', 'action', 'space', 'control', 'space', 'framework', 'requirement', 'collection', 'framework', 'result', 'cost', 'access', 'framework', 'expert', 'task']","['framework', 'task']",phase6,2023,"['dataset', 'human', 'task', 'machine', 'performance', 'task', 'operation', 'execution', 'learning', 'paradigm', 'task', 'expert', 'demonstration', 'learning', 'task', 'potential', 'dataset', 'collection', 'regulation', 'step', 'collection', 'framework', 'dataset', 'demonstration', 'formulation', 'action', 'space', 'control', 'space', 'framework', 'requirement', 'collection', 'framework', 'result', 'cost', 'access', 'framework', 'expert', 'task', 'framework', 'task']"
